program_id,word,synonym,field,weight,source,needs_review
lit_english,英語,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/deal/,True
lit_english,英米文学,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/deal/,True
lit_english,異文化理解,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/deal/,True
lit_english,翻訳,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/deal/,True
lit_english,言語,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/deal/,True
lit_english,コミュニケーション,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/deal/,True
lit_history,文学部,,faculty,4,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,史学科,,department,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,人文,人文が好き|人文に興味|人文を学びたい,area,4,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,歴史,歴史が好き|歴史に興味|歴史を学びたい,area,4,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,社会理解,社会理解が好き|社会理解に興味|社会理解を学びたい,area,4,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,歴史,歴史が好き|歴史に興味|歴史を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,史料,史料が好き|史料に興味|史料を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,日本史,日本史が好き|日本史に興味|日本史を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,東洋史,東洋史が好き|東洋史に興味|東洋史を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,西洋史,西洋史が好き|西洋史に興味|西洋史を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,文化財,文化財が好き|文化財に興味|文化財を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,地域,地域が好き|地域に興味|地域を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,歴史,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,史料,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,日本史,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,東洋史,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,人文,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,歴史,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,社会理解,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,歴史,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,史料,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,日本史,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,東洋史,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,西洋史,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,文化財,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_history,地域,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dhis/,True
lit_education_human,文学部,,faculty,4,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,教育学科 人間発達専攻,,department,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,教育,教育が好き|教育に興味|教育を学びたい,area,4,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,心理,心理が好き|心理に興味|心理を学びたい,area,4,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,福祉,福祉が好き|福祉に興味|福祉を学びたい,area,4,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,教育,教育が好き|教育に興味|教育を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,人間発達,人間発達が好き|人間発達に興味|人間発達を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,子ども,子どもが好き|子どもに興味|子どもを学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,学び,学びが好き|学びに興味|学びを学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,心理,心理が好き|心理に興味|心理を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,学校,学校が好き|学校に興味|学校を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,生涯学習,生涯学習が好き|生涯学習に興味|生涯学習を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,教育,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,人間発達,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,子ども,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,学び,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,教育,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,心理,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,福祉,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,教育,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,人間発達,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,子ども,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,学び,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,心理,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,学校,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_human,生涯学習,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedh/,True
lit_education_primary,文学部,,faculty,4,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,教育学科 初等教育専攻,,department,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,教育,教育が好き|教育に興味|教育を学びたい,area,4,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,資格,資格が好き|資格に興味|資格を学びたい,area,4,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,子ども,子どもが好き|子どもに興味|子どもを学びたい,area,4,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,小学校教員,小学校教員が好き|小学校教員に興味|小学校教員を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,教育,教育が好き|教育に興味|教育を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,授業,授業が好き|授業に興味|授業を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,子ども,子どもが好き|子どもに興味|子どもを学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,学校,学校が好き|学校に興味|学校を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,実践,実践が好き|実践に興味|実践を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,教職,教職が好き|教職に興味|教職を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,小学校教員,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,教育,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,授業,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,子ども,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,教育,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,資格,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,子ども,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,小学校教員,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,教育,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,授業,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,子ども,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,学校,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,実践,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_education_primary,教職,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dedp/,True
lit_intercultural,文学部,,faculty,4,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,国際文化コミュニケーション学科,,department,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,国際文化,国際文化が好き|国際文化に興味|国際文化を学びたい,area,4,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,語学,語学が好き|語学に興味|語学を学びたい,area,4,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,表現,表現が好き|表現に興味|表現を学びたい,area,4,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,国際文化,国際文化が好き|国際文化に興味|国際文化を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,コミュニケーション,コミュニケーションが好き|コミュニケーションに興味|コミュニケーションを学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,英語,英語が好き|英語に興味|英語を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,多文化,多文化が好き|多文化に興味|多文化を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,翻訳,翻訳が好き|翻訳に興味|翻訳を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,表現,表現が好き|表現に興味|表現を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,異文化,異文化が好き|異文化に興味|異文化を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,国際文化,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,コミュニケーション,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,英語,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,多文化,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,国際文化,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,語学,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,表現,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,国際文化,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,コミュニケーション,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,英語,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,多文化,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,翻訳,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,表現,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
lit_intercultural,異文化,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/lit/dicc/,True
econ_economics,経済学部,,faculty,4,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,経済学科,,department,5,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,経済,経済が好き|経済に興味|経済を学びたい,area,4,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,社会科学,社会科学が好き|社会科学に興味|社会科学を学びたい,area,4,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,データ,データが好き|データに興味|データを学びたい,area,4,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,経済,経済が好き|経済に興味|経済を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,金融,金融が好き|金融に興味|金融を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,財政,財政が好き|財政に興味|財政を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,市場,市場が好き|市場に興味|市場を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,統計,統計が好き|統計に興味|統計を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,データ,データが好き|データに興味|データを学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,政策,政策が好き|政策に興味|政策を学びたい,tag,5,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,経済,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,金融,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,財政,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,市場,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,経済,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,社会科学,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,データ,,policy,3,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,経済,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,金融,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,財政,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,市場,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,統計,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,データ,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_economics,政策,,research,3,https://www.toyo.ac.jp/nyushi/undergraduate/eco/deco/,True
econ_international,経済学部,,faculty,4,https://www.toyo.ac.jp/nyushi/undergraduate/eco/diec/,True
